   0.2316   0.0715   0.1171   0.0579  -0.0847
  -0.2974   0.1451   0.0797  -0.0644  -0.0265
   0.1314  -0.2199  -0.0796  -0.0490   0.1092
  -0.0469   0.0678  -0.1523  -0.1517  -0.1157
  -0.0016   0.3539   0.3358   0.0207   0.0508
